datetime_utc,open,high,low,close,volume
2024-06-01T00:00:00.000Z,3762.29000000,3766.15000000,3762.28000000,3765.89000000,179.90720000
2024-06-01T00:01:00.000Z,3765.89000000,3766.15000000,3763.00000000,3763.01000000,145.84130000
2024-06-01T00:02:00.000Z,3763.01000000,3765.29000000,3763.01000000,3764.52000000,169.67340000
2024-06-01T00:03:00.000Z,3764.52000000,3767.33000000,3763.34000000,3765.82000000,171.63890000
2024-06-01T00:04:00.000Z,3765.81000000,3767.33000000,3765.37000000,3766.68000000,131.81370000
2024-06-01T00:05:00.000Z,3766.68000000,3767.65000000,3766.48000000,3766.81000000,93.31190000
2024-06-01T00:06:00.000Z,3766.81000000,3767.10000000,3765.26000000,3766.58000000,82.21020000
2024-06-01T00:07:00.000Z,3766.58000000,3768.66000000,3766.01000000,3766.01000000,125.24160000
2024-06-01T00:08:00.000Z,3766.01000000,3766.44000000,3765.41000000,3765.44000000,111.77500000
2024-06-01T00:09:00.000Z,3765.44000000,3765.44000000,3762.95000000,3762.95000000,108.22970000
2024-06-01T00:10:00.000Z,3762.95000000,3764.00000000,3762.66000000,3763.64000000,88.73420000
2024-06-01T00:11:00.000Z,3763.64000000,3765.20000000,3763.20000000,3763.21000000,62.37260000
2024-06-01T00:12:00.000Z,3763.21000000,3763.21000000,3762.21000000,3762.22000000,103.23700000
2024-06-01T00:13:00.000Z,3762.22000000,3762.22000000,3760.61000000,3760.79000000,103.92520000
2024-06-01T00:14:00.000Z,3760.78000000,3761.96000000,3760.13000000,3761.85000000,80.82420000
2024-06-01T00:15:00.000Z,3761.79000000,3761.79000000,3759.36000000,3761.00000000,116.33580000
2024-06-01T00:16:00.000Z,3761.00000000,3761.00000000,3757.48000000,3758.48000000,154.85560000
2024-06-01T00:17:00.000Z,3758.48000000,3758.48000000,3755.30000000,3755.77000000,164.96260000
2024-06-01T00:18:00.000Z,3755.77000000,3756.47000000,3755.00000000,3755.60000000,165.44430000
2024-06-01T00:19:00.000Z,3755.60000000,3756.12000000,3754.79000000,3755.63000000,41.62330000
2024-06-01T00:20:00.000Z,3755.63000000,3755.94000000,3752.94000000,3753.87000000,210.99270000
2024-06-01T00:21:00.000Z,3753.87000000,3755.39000000,3753.86000000,3755.39000000,28.45170000
2024-06-01T00:22:00.000Z,3755.39000000,3755.59000000,3754.39000000,3754.80000000,24.46240000
2024-06-01T00:23:00.000Z,3754.80000000,3754.80000000,3754.40000000,3754.45000000,25.07990000
